SP_CODE,SCIENTIFIC_NAME,COMMON_NAME,ADULT,SIZE,SIZE_MIN_REF,SIZE_MAX_REF,GROUP,SURVEY,GUILD,SUBSTRATE_TYPE,MOBILITY,GROWTH_MORPH,WORMS_NAME,APHIAID,RANK,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_GENUS,TAXON_FORMER_GENUS,TAXON_FORMER_SPECIES
ND,.,No detritus ,.,.,.,.,.,DETRITUS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
NOSP,.,no species present,.,.,.,.,.,QUAD,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
NOSP,.,no species present,.,.,.,.,.,SWATH,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
NOSP,.,no species present,.,.,.,.,.,UPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
NF,.,no fish present,.,.,.,.,FISH,CRYPTIC FISH,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
NF,.,no fish present,.,.,.,.,FISH,FISH,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
B,.,Bedrock,.,.,.,.,SUBSTRATE,UPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
BL,.,Boulder Large,.,.,.,.,SUBSTRATE,UPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
BM,.,Boulder Medium,.,.,.,.,SUBSTRATE,UPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
BS,.,Boulder Small,.,.,.,.,SUBSTRATE,UPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
C,.,Cobble,.,.,.,.,SUBSTRATE,UPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
HOLES,.,holes,.,.,.,.,SUBSTRATE,QUAD,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ROCK,.,rock,.,.,.,.,SUBSTRATE,QUAD,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
S,.,Sand,.,.,.,.,SUBSTRATE,UPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SH,.,Shell debris,.,.,.,.,SUBSTRATE,UPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SS,.,Shallow Sand,.,.,.,.,SUBSTRATE,UPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
AB,Abietinaria spp.,Coarse Sea Fir Hydroid,AB,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Abietinaria,117225,Genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,.,.
HC,Acanthancora cyanocrypta,Cobalt Sponge,HC,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Acanthancora cyanocrypta,169126,Species,Animalia,Porifera,Demospongiae,Poecilosclerida,Hymedesmiidae,Acanthancora,Hymenamphiastra,cyanocrypta
AU,Acrosorium ciliolatum,.,AU,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Acrosorium ciliolatum,295874,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Acrosorium,Acrosorium,uncinatum
AU,Acrosorium ciliolatum,.,AU,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Acrosorium ciliolatum,295874,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Acrosorium,Acrosorium,uncinatum
NEO,Agardhiella subulata,.,NEO,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Agardhiella subulata,145677,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Agardhiella,.,.
AS,Agalophenia spp. ,Ostrich-Plume Hydroid,AS,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Aglaophenia,116999,Genus,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,.,.
AHOL,Alloclinus holderi,Island Kelpfish,AHOL,.,3,14,FISH,CRYPTIC FISH,MICROCARNIVORE,HARD,MOBILE,SOLITARY,Alloclinus holderi,279560,Species,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Alloclinus,.,.
BOW,Amathia gracilis,.,BOW,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Amathia gracilis,851589,Species,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,.,.
ATM,Ischyroceridae spp.,Amphipod tube mat,ATM,.,.,.,INVERT,UPC,MESOCARNIVORE,HARD,SESSILE,AGGREGATED,Ischyroceridae,101389,Family,Animalia,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,.,.,.
AMZO,Amphiroa beauvoisii,.,AMZO,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Amphiroa beauvoisii,145097,Species,Plantae,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Amphiroa,.,.
ANPA,Anisocladella pacifica,.,ANPA,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Anisocladella pacifica,373900,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Anisocladella,.,.
ANPA,Anisocladella pacifica,.,ANPA,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Anisocladella pacifica,373900,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Anisocladella,.,.
ANDA,Anisotremus davidsonii,Sargo,ANDA,.,8,44,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Anisotremus davidsonii,279617,Species,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Anisotremus,.,.
ANSP,Anthopleura spp.,Aggregating anemone,ANSP,.,0.1,15,INVERT,QUAD,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Anthopleura,100696,Genus,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,.,.
ANSP,Anthopleura spp.,Aggregating anemone,ANSP,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Anthopleura,100696,Genus,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,.,.
ANAR,Anthopleura artemisia,Moonglow Anemone,ANAR,.,.,.,INVERT,QUAD,PLANKTIVORE,HARD,SESSILE,SOLITARY,Anthopleura artemisia,283337,Species,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,.,.
ANAR,Anthopleura artemisia,Moonglow Anemone,ANAR,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,SOLITARY,Anthopleura artemisia,283337,Species,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,.,.
ANSO,Anthopleura sola,Aggregating anemone,ANSO,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Anthopleura sola,240753,Species,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,.,.
UNAN,Unidentified anemone,Unidentified anemone,UNAN,.,.,.,INVERT,QUAD,PLANKTIVORE,HARD,SESSILE,SOLITARY,Anthozoa,1292,Class,Animalia,Cnidaria,Anthozoa,.,.,.,.,.
UNAN,Unidentified anemone,Unidentified anemone,UNAN,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,SOLITARY,Anthozoa,1292,Class,Animalia,Cnidaria,Anthozoa,.,.,.,.,.
APCA,Aplysia californica,California Brown Sea Hare,APCA,.,2,40,INVERT,SWATH,GRAZER,HARD,MOBILE,SOLITARY,Aplysia californica,240765,Species,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia,.,.
APVA,Aplysia vaccaria,California Black Sea Hare,APVA,.,2,45,INVERT,SWATH,GRAZER,HARD,MOBILE,SOLITARY,Aplysia vaccaria,568031,Species,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia,.,.
CUKE,Apostichopus californicus,California Sea Cucumber,CUKE,.,12,30,INVERT,SWATH,DEPOSITFEEDER,HARD,MOBILE,SOLITARY,Apostichopus californicus,529363,Species,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,.,.
PAPA,Apostichopus parvimensis,Warty Sea Cucumber,PAPA,.,5,45,INVERT,SWATH,DEPOSITFEEDER,HARD,MOBILE,SOLITARY,Apostichopus parvimensis,529435,Species,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,.,.
UM,Arthropoda,Unidentifiable tube mat,UM,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Arthropoda,1065,Phylum,Animalia,Arthropoda,.,.,.,.,.,.
AL,Astrangia haimei,Aggregating cup Coral,AL,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Astrangia haimei,287121,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,.,.
ASAR,Astropecten armatus,.,ASAR,.,.,.,INVERT,SWATH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Astropecten armatus,292851,Species,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Astropecten,.,.
ANOB,Atractoscion nobilis,White Sea Bass,ANOB,.,10,200,FISH,FISH,MACROCARNIVORE,HARD,SESSILE,SOLITARY,Atractoscion nobilis,278535,Species,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Atractoscion,.,.
AUFL,Aulorhynchus flavidus,Tube-Snout,AUFL,.,2,20,FISH,FISH,MICROCARNIVORE,SOFT,MOBILE,SOLITARY,Aulorhynchus flavidus,279839,Species,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Aulorhynchidae,Aulorhynchus,.,.
BAEL,Balanophyllia elegans,Orange Cup Coral,BAEL,.,0.1,2,INVERT,QUAD,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Balanophyllia elegans,1288908,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,.,.
BAEL,Balanophyllia elegans,Orange Cup Coral,BAEL,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Balanophyllia elegans,1288908,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,.,.
BRSP,Barentsia sp.,.,BRSP,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Barentsia,111795,Genus,Animalia,Entoprocta,.,.,Barentsiidae,Barentsia,.,.
BO,Bossiella orbigniana,.,BO,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Bossiella orbigniana,372744,Species,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Bossiella,.,.
BO,Bossiella orbigniana,.,BO,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Bossiella orbigniana,372744,Species,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Bossiella,.,.
BOTH,Unidentified Flatfish spp.,Unidentified Flatfish spp.,BOTH,.,6,36,FISH,FISH,MESOCARNIVORE,SOFT,MOBILE,SOLITARY,Bothidae,125576,Family,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,.,.,.
BOPS,Botrylloides spp.,.,BOPS,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Botrylloides,103528,Genus,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,.,.
BPSE,Botryocladia pseudodichotoma,Sea grapes,BPSE,.,.,.,ALGAE,UPC,PRODUCER,SOFT,SESSILE,SOLITARY,Botryocladia,372536,Species,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodomelaceae,Botryocladia,Chrysymenia,.
BFRE,Brachyistius frenatus,Kelp Surfperch,BFRE,.,3,18,FISH,FISH,MICROCARNIVORE,HARD,MOBILE,SOLITARY,Brachyistius frenatus,240721,Species,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius,.,.
ECB,Unidentified Encrusting Bryozoa spp. ,Encrusting Bryozoan,ECB,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Bryozoa,146142,Phylum,Animalia,Bryozoa,.,.,.,.,.,.
UAB,Unidentified Arborescent Bryozoan,Unidentified Arborescent Bryozoan,UAB,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Bryozoa,146142,Phylum,Animalia,Bryozoa,.,.,.,.,.,.
BN,Bugula neritina,.,BN,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Bugula neritina,111158,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,.,.
BCAL,Bugulina californica,Spiral Bryozoan,BCAL,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Bugulina californica,833997,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina,.,.
COCA,Californiconus californicus,Califonia Cone Snail,COCA,.,0.4,4,INVERT,QUAD,MICROCARNIVORE,HARD,MOBILE,AGGREGATED,Californiconus californicus,581058,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,.,.
CAL,Calliarthron cheilosporioides,.,CAL,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Calliarthron cheilosporioides,494958,Species,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Calliarthron,.,.
CAL,Calliarthron cheilosporioides,.,CAL,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Calliarthron cheilosporioides,494958,Species,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Calliarthron,.,.
CF,Callophyllis flabellulata,.,CF,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Callophyllis flabellulata,496241,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,.,.
CF,Callophyllis flabellulata,.,CF,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Callophyllis flabellulata,496241,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,.,.
CASP,Cancer spp. ,Cancer Crab,CASP,.,2,20,INVERT,SWATH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Cancer,106876,Genus,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,.,.
CAPR,Caulolatilus princeps,Ocean Whitefish,CAPR,.,20,55,FISH,FISH,MICROCARNIVORE,HARD,MOBILE,SOLITARY,Caulolatilus princeps,276217,Species,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,.,.
